"","Forest_class","Wolf.territory","Moose.presence","Rase.presence","Small.roads","Big.roads","Pine.proportion.100","Pine.proportion","Time.since.establishment","Taxar","Pellet.counts"
"1682",4,0,0,1,21,3708,10.3936599,0.02,0,2015,0
"1683",4,0,0,0,288,619,10.3936599,0.09,12,2007,0
"1684",4,0,0,1,116,363,1.2992075,0.01,6,2006,0
"1685",3,1,0,0,147,659,12.3424711,0.04,8,2005,0
"1686",3,0,0,1,96,2174,0,0.1,0,2014,0
"1687",4,0,0,1,351,396,1.9488112,0,0,2009,0
"1688",3,1,0,0,15,2329,1.2992075,0.07,0,2016,0
"1689",3,0,0,1,330,1110,0,0.11,1,2008,0
"1690",4,1,0,0,445,8395,0.3248019,0.12,0,2009,0
"1691",3,0,0,1,93,4893,0,0.03,7,2013,0
"1692",3,1,1,1,219,1140,0,0,0,2003,0
"1693",4,0,0,0,138,1308,40.275432,0,4,2012,0
"1694",4,1,0,1,494,2229,0,0.13,12,2008,0
"1695",3,0,0,1,134,2136,15.5904898,0.02,0,2008,0
"1696",4,0,0,0,649,196,0.0649604,0.03,0,2010,0
"1697",2,0,1,0,185,2005,6.1712355,0.01,0,2005,0
"1698",3,1,0,1,34,2359,1.2992075,0.13,8,2013,0
"1699",3,0,0,0,142,229,0.6496037,0.03,0,2014,0
"1700",3,0,0,0,235,3087,18.8385085,0,0,2014,0
"1701",4,1,0,1,166,181,0.0649604,0.16,0,2015,0
"1702",4,0,0,0,107,2680,0,0.09,12,2006,0
"1703",4,0,0,1,180,4459,0,0.01,0,2006,0
"1704",3,1,0,0,16,4228,0,0,4,2008,0
"1705",3,0,0,1,36,1885,0,0.01,0,2015,0
"1706",4,0,0,0,252,122,0,0.05,5,2015,0
"1707",2,0,0,0,2,114,0,0,2,2007,0
"1708",4,1,0,1,38,3968,0,0.05,0,2012,0
"1709",3,0,0,1,265,542,0.6496037,0,0,2016,5
"1710",3,0,0,1,180,833,0,0.03,0,2003,0
"1711",3,0,0,0,285,1688,0,0.05,0,2005,0
"1712",4,1,0,1,158,937,6.4960374,0.11,3,2004,0
"1713",4,0,0,1,559,1730,0,0,12,2003,0
"1714",3,0,0,0,28,2032,0,0.31,6,2010,0
"1715",3,0,0,0,243,908,0.3248019,0.01,5,2007,0
"1716",4,0,0,0,470,1669,0,0.04,0,2011,0
"1717",3,0,0,0,332,3531,0.1299207,0,0,2014,0
"1718",3,1,1,0,324,3828,0,0.08,0,2013,0
"1719",4,1,1,0,246,1594,0.6496037,0.08,0,2007,0
"1720",3,0,0,0,328,1132,0,0,0,2013,0
"1721",3,1,0,1,775,2306,67.5587891,0,0,2016,0
"1722",3,0,0,1,829,539,1.2992075,0,0,2013,0
"1723",4,1,0,0,330,3292,0,0.03,0,2012,2
"1724",4,0,1,0,274,5753,11.0432636,0.12,0,2009,0
"1725",3,1,0,0,182,1438,3.2480187,0,0,2009,0
"1726",3,0,1,1,124,199,2.598415,0,0,2005,0
"1727",3,0,1,0,73,7858,0,0,0,2014,0
"1728",4,1,0,0,111,2409,2.598415,0,0,2010,0
"1729",4,0,0,1,173,2811,1.2992075,0.11,4,2005,0
"1730",4,0,0,1,526,1633,0,0.07,12,2012,0
"1731",2,0,0,1,427,2460,0,0.01,0,2012,0
"1732",4,0,0,1,52,6544,1.2992075,0.03,0,2005,0
"1733",4,0,0,1,621,1312,1.9488112,0,0,2007,0
"1734",2,1,0,0,358,2184,5.1968299,0.06,0,2007,0
"1735",4,0,0,1,72,1289,0,0,8,2004,0
"1736",4,0,0,1,162,1282,0,0,3,2015,0
"1737",3,0,0,1,117,1980,1.2992075,0.06,6,2011,1
"1738",4,1,0,1,215,6009,0,0.01,0,2010,0
"1739",2,0,0,1,99,4227,0,0.01,4,2014,0
"1740",2,0,0,0,264,3477,0,0.04,0,2005,0
"1741",4,0,0,1,45,190,0,0.03,2,2006,0
"1742",3,0,0,1,138,6537,0.3248019,0.08,0,2005,0
"1743",3,1,0,0,118,4764,0.6496037,0.04,0,2009,0
"1744",3,0,0,0,34,5508,3.2480187,0,1,2010,0
"1745",4,1,0,0,112,1575,1.9488112,0.05,0,2007,0
"1746",2,1,0,1,274,790,1.2992075,0.09,0,2012,0
"1747",4,1,0,1,418,455,1.9488112,0,3,2003,0
"1748",3,0,1,0,5,680,0,0.01,0,2013,0
"1749",3,1,0,1,582,1479,0.0649604,0,0,2016,0
"1750",4,0,1,0,248,2219,0,0.06,4,2006,0
"1751",2,0,0,0,223,2448,9.0944524,0.17,0,2006,0
"1752",4,1,0,1,235,4301,0,0,0,2009,0
"1753",4,1,0,0,24,1394,6.4960374,0.04,8,2006,0
"1754",2,0,0,1,273,4859,3.5728206,0.04,1,2005,0
"1755",2,1,1,1,806,4207,5.1968299,0,5,2005,0
"1756",4,1,0,0,355,3312,6.4960374,0.03,0,2011,0
"1757",2,0,0,0,592,5487,69.5076004,0,0,2006,0
"1758",3,0,0,1,345,2382,3.2480187,0.08,6,2009,0
"1759",3,1,0,1,138,988,1.9488112,0.15,0,2015,0
"1760",1,0,0,1,153,2191,1.2992075,0.07,0,2008,0
"1761",3,1,0,1,64,603,0.6496037,0.11,0,2004,0
"1762",3,1,0,1,134,771,0,0.08,0,2011,0
"1763",3,0,0,0,246,860,5.1968299,0,0,2015,0
"1764",3,0,0,1,364,1504,5.1968299,0.04,13,2007,0
"1765",3,0,1,0,322,4195,0,0.01,0,2015,0
"1766",4,0,0,0,95,2943,0,0.02,0,2005,0
"1767",2,1,0,1,76,7601,0,0.02,3,2005,1
"1768",4,0,1,1,132,436,1.9488112,0,1,2016,0
"1769",1,0,0,0,188,1343,0.0649604,0.06,6,2012,0
"1770",4,0,0,0,705,1914,49.4966443,0.02,9,2016,0
"1771",2,1,1,0,178,2295,3.2480187,0,5,2012,0
"1772",3,0,0,1,814,368,3.8976225,0.04,0,2008,0
"1773",3,0,0,1,532,2062,11.0432636,0,0,2008,0
"1774",4,0,0,0,152,2261,1.2992075,0.07,0,2007,0
"1775",2,1,0,0,555,3808,3.8976225,0,3,2006,0
"1776",4,1,0,1,51,1828,9.0944524,0,0,2012,0
"1777",2,0,0,0,602,3108,3.2480187,0,7,2012,0
"1778",4,1,0,0,114,497,0.0649604,0.09,0,2007,0
"1779",2,0,0,1,251,408,0.6496037,0,0,2015,0
"1780",2,0,0,1,476,2379,7.7952449,0.1,8,2004,0
"1781",3,0,0,1,251,30,1.9488112,0.01,0,2007,0
"1782",2,0,0,0,80,180,0,0.03,0,2011,0
"1783",2,1,0,0,368,2077,0.0649604,0,0,2006,0
"1784",4,1,1,0,176,4108,4.5472262,0.25,0,2008,0
"1785",2,0,1,0,135,4041,1.2992075,0.16,0,2015,1
"1786",4,0,0,0,405,1353,2.598415,0.12,0,2011,2
"1787",2,0,0,1,288,1989,25.6593478,0,0,2010,0
"1788",3,0,0,0,53,809,27.2833572,0,0,2011,0
"1789",3,0,0,1,11,657,0,0,7,2010,0
"1790",4,1,0,1,22,4925,2.9232168,0.12,0,2009,0
"1791",2,0,0,0,213,5613,0,0.08,0,2009,0
"1792",3,1,0,0,195,7397,0.6496037,0.01,0,2008,0
"1793",4,1,0,1,54,493,3.2480187,0,3,2012,0
"1794",4,0,1,0,951,1176,3.2480187,0.03,10,2014,0
"1795",4,0,0,1,342,257,3.8976225,0.08,0,2005,0
"1796",4,1,0,0,150,520,2.598415,0.02,0,2005,0
"1797",2,0,0,1,33,4916,0,0.1,6,2006,0
"1798",3,0,0,0,58,1669,5.911394,0.01,0,2011,1
"1799",2,1,0,1,535,1176,5.8464337,0.01,0,2012,7
"1800",3,0,1,1,230,565,13.6416786,0.1,0,2010,0
"1801",3,0,0,0,156,1465,6.4960374,0.1,0,2015,0
"1802",4,1,1,1,174,1008,0,0.02,3,2015,0
"1803",3,0,0,1,100,1275,0,0.09,0,2011,0
"1804",3,0,1,0,9,6057,0.3248019,0.06,4,2011,0
"1805",3,0,0,1,52,1139,0,0,15,2015,2
"1806",3,0,0,1,221,2205,0,0.01,0,2004,0
"1807",4,1,0,0,308,1816,0,0.02,1,2015,0
"1808",3,0,0,1,40,2488,0,0.23,0,2012,0
"1809",3,1,0,1,284,21,1.2992075,0.27,0,2015,0
"1810",2,0,0,0,329,1379,3.8976225,0.01,0,2013,0
"1811",2,1,0,0,167,20,0,0.02,6,2005,0
"1812",4,0,0,1,65,1202,0,0.23,7,2004,0
"1813",4,1,0,1,360,354,0.3248019,0,3,2004,0
"1814",4,0,1,0,149,1648,0,0,3,2013,0
"1815",4,0,0,0,58,2203,3.2480187,0.1,5,2010,0
"1816",3,1,0,0,60,1963,7.1456412,0.17,0,2013,0
"1817",4,0,0,1,230,1637,1.9488112,0,2,2011,0
"1818",2,0,1,0,15,845,15.5904898,0.02,0,2011,0
"1819",3,1,0,0,333,1435,0,0.09,3,2010,1
"1820",2,1,0,1,195,22,0,0.17,5,2004,0
"1821",4,0,0,1,154,2312,0.6496037,0.04,0,2004,0
"1822",4,0,0,0,357,3443,0,0,0,2008,0
"1823",3,0,0,1,803,1102,0,0,9,2010,0
"1824",3,1,0,1,397,1358,0,0.02,0,2016,0
"1825",2,0,0,0,56,3230,0,0.01,3,2008,0
"1826",2,0,0,0,583,1640,0.3248019,0,0,2011,0
"1827",3,0,0,0,253,5638,0,0.07,0,2003,0
"1828",4,0,0,0,96,2022,11.0432636,0,9,2003,0
"1829",3,0,0,0,35,543,1.2992075,0.02,0,2014,0
"1830",3,1,0,1,173,481,0,0.05,3,2005,0
"1831",3,1,0,0,76,2302,17.539301,0,0,2011,0
"1832",3,1,0,1,41,1859,24.0353384,0.02,0,2005,0
"1833",1,1,0,0,408,54,0,0.05,0,2007,0
"1834",2,0,0,0,10,1123,71.7812135,0.03,0,2010,0
"1835",3,0,1,0,512,8765,0,0.01,0,2011,0
"1836",4,1,1,1,431,700,0,0.01,0,2016,0
"1837",3,0,0,1,114,1995,0,0.02,0,2011,0
"1838",3,1,0,1,178,1722,3.8976225,0.02,0,2006,0
"1839",4,0,1,0,136,571,18.1889048,0.01,1,2009,0
"1840",3,1,0,0,19,989,1.2992075,0.01,15,2009,0
"1841",3,0,0,0,434,65,0.0649604,0.06,2,2003,0
"1842",3,0,0,1,214,4001,0,0.01,0,2013,0
"1843",3,0,0,1,57,366,0,0.01,4,2005,0
"1844",3,0,0,1,46,1046,17.539301,0,0,2015,0
"1845",4,1,0,0,224,2838,12.667273,0.01,2,2013,0
"1846",3,0,0,1,38,252,5.8464337,0,0,2014,0
"1847",4,1,0,1,483,112,0,0.02,0,2011,0
"1848",3,1,1,1,425,2219,4.6121866,0,9,2007,0
"1849",3,0,0,0,16,3936,1.6240094,0.03,0,2007,0
"1850",2,1,0,1,147,2685,0.0649604,0,4,2007,0
"1851",4,1,0,1,276,1413,0,0,9,2006,0
"1852",4,1,0,1,26,5388,1.9488112,0.02,0,2009,0
"1853",4,1,0,0,230,6123,1.2992075,0,0,2012,0
"1854",3,0,0,0,144,1353,17.539301,0.02,4,2013,0
"1855",2,0,0,0,97,237,0.3248019,0.01,0,2010,0
"1856",4,0,0,1,155,3084,0,0.02,23,2016,0
"1857",3,1,0,1,252,273,3.8976225,0,0,2010,1
"1858",3,1,0,1,42,2497,0,0.02,0,2012,3
"1859",3,1,0,1,141,401,0,0,0,2012,0
"1860",1,0,1,1,199,427,5.1968299,0,0,2006,0
"1861",4,0,0,1,3,2976,1.2992075,0.01,0,2003,0
"1862",2,0,0,1,270,942,9.0944524,0,0,2008,2
"1863",2,0,0,0,79,1092,0,0.01,0,2005,0
"1864",2,0,0,1,86,3293,3.2480187,0.05,0,2015,0
"1865",3,0,0,1,207,543,9.0944524,0.02,0,2005,0
"1866",2,1,0,1,117,905,3.2480187,0.08,1,2009,0
"1867",3,0,0,1,128,67,0,0.19,0,2015,0
"1868",3,0,0,0,4,3852,1.2992075,0.01,5,2016,0
"1869",2,0,0,1,93,1633,1.2992075,0,0,2007,0
"1870",2,0,0,1,71,708,0,0,0,2003,1
"1871",4,1,0,0,444,5393,0,0,3,2010,0
"1872",3,1,0,0,1299,2823,0,0.01,0,2016,0
"1873",3,0,0,1,498,3715,1.2992075,0,0,2011,0
"1874",4,1,0,1,589,1171,7.8350515,0,8,2013,0
"1875",1,0,0,0,376,6041,0,0.04,6,2016,0
"1876",2,1,0,0,627,2892,1.9488112,0.19,0,2006,0
"1877",2,0,0,1,549,2347,0,0.05,0,2005,0
"1878",4,0,0,0,340,3098,0,0,0,2003,0
"1879",3,0,0,1,283,1420,0.3248019,0.06,0,2009,0
"1880",4,0,0,1,532,2314,0,0.02,10,2005,0
"1881",1,0,0,1,158,1996,0.6496037,0,0,2011,0
"1882",2,0,0,1,197,1674,0,0,0,2007,0
"1883",3,0,0,1,203,7009,3.8976225,0,0,2009,0
"1884",3,0,1,1,1209,6015,0.3248019,0.2,2,2016,0
"1885",4,0,0,0,163,1070,0,0.03,9,2009,0
"1886",3,1,0,0,62,3288,0,0.01,7,2012,0
"1887",3,0,0,0,81,1096,42.2242432,0.07,0,2007,0
"1888",3,1,0,1,226,2633,2.0137716,0.01,0,2015,0
"1889",3,1,0,0,442,2485,0,0,0,2003,0
"1890",3,1,0,0,129,1115,0,0.02,0,2004,0
"1891",3,1,0,1,96,3821,0,0.02,0,2003,1
"1892",3,0,0,0,554,2887,5.1968299,0,0,2012,0
"1893",4,1,0,1,364,715,0,0.06,0,2012,0
"1894",2,0,0,1,185,4377,3.8976225,0,0,2007,0
"1895",3,0,0,0,221,683,3.2480187,0.01,5,2006,0
"1896",4,0,0,1,1053,1126,56.5155255,0.02,0,2016,1
"1897",3,1,0,0,94,2316,46.7714694,0.1,8,2016,0
"1898",4,0,0,1,599,1102,0,0.01,6,2007,0
"1899",4,0,0,1,76,720,1.2992075,0,0,2007,0
"1900",2,0,0,0,121,2507,0,0.06,8,2005,0
"1901",3,0,0,0,426,1547,1.2992075,0,1,2004,0
"1902",4,0,0,1,264,925,0,0,3,2012,0
"1903",4,1,0,0,705,4146,8.4448486,0,0,2004,0
"1904",2,0,0,1,169,2546,0,0,0,2014,0
"1905",3,1,0,1,1300,1485,0.0649604,0.02,7,2013,0
"1906",4,1,0,0,34,1641,1.9488112,0.05,0,2007,0
"1907",2,0,0,0,188,4389,1.2992075,0.02,9,2016,0
"1908",2,1,0,0,635,4139,0,0,6,2006,0
"1909",4,0,0,1,482,4409,0.0649604,0.08,3,2011,0
"1910",2,1,0,0,137,2029,8.4448486,0.03,0,2006,0
"1911",2,0,0,1,60,2698,2.8714415,0.01,13,2005,0
"1912",3,1,0,1,50,6209,35.0786021,0,0,2013,0
"1913",3,0,0,0,156,6106,5.1968299,0,3,2015,0
"1914",4,0,0,0,393,8186,0.0649604,0.01,5,2012,0
"1915",4,1,0,0,191,1675,1.9488112,0.05,5,2006,4
"1916",4,0,0,1,339,1726,0,0.24,10,2015,0
"1917",4,1,0,1,292,2925,0,0.02,0,2004,0
"1918",3,0,0,0,25,3655,2.0137716,0.12,5,2010,0
"1919",4,0,0,0,161,44,15.9152917,0,6,2015,0
"1920",4,1,0,0,126,1064,23.3857347,0.07,0,2011,0
"1921",2,0,1,0,528,2320,3.8976225,0.02,0,2007,0
"1922",2,1,0,1,538,4586,0.3248019,0.06,0,2014,0
"1923",3,1,1,1,60,3422,22.0865272,0.01,0,2009,0
"1924",3,1,0,0,119,599,0,0,0,2012,0
"1925",2,0,0,0,190,4770,0,0.02,0,2008,0
"1926",3,0,0,0,17,72,9.0944524,0.06,0,2004,0
"1927",4,0,0,0,171,1475,0,0.04,2,2016,0
"1928",3,1,0,1,137,2089,0.3248019,0,7,2011,0
"1929",2,1,1,0,214,1654,44.1730544,0.12,7,2011,0
"1930",2,1,0,0,41,562,1.9488112,0.01,13,2008,0
"1931",4,0,0,0,88,1190,0,0.15,19,2009,0
"1932",3,1,0,1,344,3928,0,0,4,2015,1
"1933",3,0,0,1,77,804,0,0.1,9,2016,0
"1934",2,0,0,1,47,9330,0,0.01,0,2012,3
"1935",4,0,0,0,206,5838,0,0,14,2007,2
"1936",4,0,0,0,622,1128,5.1968299,0.03,3,2014,2
"1937",4,0,0,0,62,2369,0,0.09,0,2015,1
"1938",2,0,0,1,42,261,12.3424711,0.15,1,2007,0
"1939",3,0,0,1,321,1905,2.598415,0,6,2006,1
"1940",3,0,1,0,448,1065,0.7145641,0.03,0,2014,0
"1941",3,1,1,1,80,1403,0,0,0,2013,1
"1942",3,0,0,0,204,314,0.7145641,0.11,1,2006,0
"1943",4,1,1,0,294,827,0,0.01,0,2003,0
"1944",3,1,0,0,58,1781,0.0649604,0,0,2014,0
"1945",1,0,0,1,862,1986,5.8464337,0,0,2003,0
"1946",3,0,0,0,578,545,0.0649604,0.01,0,2006,0
"1947",4,1,0,1,314,2726,0,0,0,2003,0
"1948",4,1,0,1,351,877,5.8464337,0.03,3,2008,1
"1949",3,1,0,1,102,17178,35.0786021,0.07,0,2015,0
"1950",4,1,0,1,164,4057,0,0.08,0,2004,0
"1951",1,0,0,1,131,1293,0,0,3,2009,0
"1952",3,0,0,1,137,2192,0.6496037,0.17,0,2011,0
"1953",3,0,0,1,718,3327,0,0,3,2009,0
"1954",2,0,0,1,231,1642,17.6042614,0,0,2010,0
"1955",3,0,0,0,187,1120,0,0.01,0,2008,1
"1956",2,0,0,0,353,4236,0.6496037,0.06,0,2003,0
"1957",3,1,0,1,144,927,7.1456412,0,2,2004,0
"1958",4,1,0,1,111,5993,13.6416786,0,0,2003,0
"1959",3,0,0,0,496,720,0.0649604,0,0,2006,0
"1960",4,1,1,1,435,207,0,0,0,2010,0
"1961",1,0,0,0,180,53,6.5990266,0.05,0,2009,0
"1962",4,0,0,0,139,1273,1.2992075,0,4,2011,0
"1963",2,0,0,0,129,489,1.9488112,0.13,3,2015,0
"1964",2,0,0,1,615,1017,0,0.01,5,2009,0
"1965",2,0,0,1,86,215,0.6496037,0.03,0,2008,0
"1966",2,0,0,0,375,6210,5.1968299,0,0,2012,0
"1967",4,0,1,0,125,2099,35.0786021,0,0,2013,0
"1968",3,1,0,1,1548,1874,6.4960374,0.04,2,2010,0
"1969",4,0,0,1,54,3218,0,0,0,2015,0
"1970",4,1,1,0,27,254,0.6496037,0,0,2012,0
"1971",4,0,0,0,171,453,33.1297908,0,0,2004,0
"1972",2,0,0,0,294,2453,0,0.01,0,2003,0
"1973",4,1,0,0,148,1151,20.7873197,0,0,2014,0
"1974",2,0,0,0,220,2713,2.9232168,0.02,4,2012,0
"1975",4,1,0,0,50,1408,0.3248019,0,0,2016,0
"1976",2,0,0,0,505,738,0.6496037,0,5,2007,0
"1977",2,1,0,0,100,3913,0.3248019,0,0,2003,0
"1978",4,1,0,1,471,3,0,0.01,0,2005,0
"1979",4,0,0,1,82,1183,5.8464337,0.07,6,2010,0
"1980",2,0,0,0,107,3394,0.3248019,0.09,8,2006,0
"1981",4,0,0,0,213,1095,2.2736131,0,0,2014,1
"1982",3,0,0,1,109,1445,1.2992075,0,0,2015,0
"1983",3,1,0,1,112,2809,0.3248019,0,6,2012,0
"1984",3,1,0,1,123,2357,9.0944524,0,0,2007,0
"1985",2,0,0,1,620,846,1.2992075,0.01,0,2011,0
"1986",4,1,0,0,49,2346,43.5234507,0.01,0,2003,0
"1987",2,0,0,1,244,5553,1.9488112,0.1,0,2003,0
"1988",4,0,0,0,115,606,0.3248019,0,0,2010,0
"1989",3,1,0,0,88,144,0,0,3,2013,0
"1990",3,1,0,0,352,5141,0,0.01,4,2016,0
"1991",4,1,0,1,106,814,0,0,2,2008,0
"1992",3,1,1,1,271,1524,0,0.01,0,2005,0
"1993",4,1,0,0,967,1005,0.6496037,0.12,0,2007,0
"1994",4,1,0,0,275,4985,0,0.01,20,2013,0
"1995",4,0,0,0,334,679,0,0.01,0,2008,0
"1996",2,0,0,1,201,4673,0.6496037,0.3,5,2003,0
"1997",2,0,0,0,902,4274,0.6496037,0.01,13,2004,0
"1998",2,0,0,0,417,181,4.5472262,0.14,0,2011,1
"1999",3,0,0,0,504,3978,44.1730544,0,9,2009,0
"2000",4,0,0,1,113,8269,0,0.33,1,2014,0
"2001",3,0,0,0,313,579,2.598415,0.05,0,2015,0
"2002",3,0,1,0,243,298,1.9488112,0,0,2016,0
"2003",4,0,0,0,64,1807,0,0.02,0,2012,0
"2004",4,0,0,0,30,4807,0,0.02,0,2005,0
"2005",3,1,0,0,158,3593,3.2480187,0,0,2013,0
"2006",4,0,0,1,125,1216,1.2992075,0,0,2008,1
"2007",2,1,0,1,469,1251,0,0.11,0,2009,0
"2008",3,0,0,1,234,689,0,0,0,2006,0
"2009",2,1,0,1,122,211,0,0.02,13,2007,0
"2010",3,0,1,1,105,2751,0,0,4,2007,0
"2011",3,1,0,1,172,569,0,0,20,2014,0
"2012",2,0,0,0,33,1161,0,0.02,0,2011,0
"2013",2,0,0,1,265,649,24.6849422,0.05,3,2006,0
"2014",3,0,0,1,334,2468,9.7440561,0.05,0,2011,0
"2015",4,0,0,0,213,1068,3.8976225,0.02,5,2008,0
"2016",3,0,0,1,35,1912,2.598415,0.06,0,2013,0
"2017",3,1,0,1,35,8239,3.2480187,0,1,2003,0
"2018",2,0,0,0,287,530,22.0865272,0.09,0,2007,0
"2019",4,0,0,1,160,1084,0,0.01,14,2006,1
"2020",3,0,0,1,142,1097,0.6496037,0,0,2007,0
"2021",2,1,0,0,13,5242,0.3248019,0,0,2015,2
"2022",2,1,0,0,560,563,0,0,0,2006,0
"2023",2,1,0,1,1094,2437,0,0.14,0,2011,0
"2024",3,0,0,1,273,1311,4.5472262,0.02,0,2005,0
"2025",3,0,1,0,310,2354,1.3641679,0.13,6,2009,0
"2026",2,0,0,0,11,2300,0,0.04,0,2016,0
"2027",3,1,1,0,31,79,3.8976225,0.04,7,2014,0
"2028",3,1,0,1,269,1332,1.2992075,0,0,2010,1
"2029",4,0,0,0,108,2550,0,0.02,5,2007,0
"2030",3,0,0,0,48,258,0,0.03,0,2011,0
"2031",4,0,0,1,244,2195,1.2992075,0.02,4,2010,0
"2032",4,1,1,0,32,1790,0,0.16,0,2009,0
"2033",3,1,0,1,143,1005,9.0944524,0.01,10,2007,0
"2034",4,1,0,1,490,3920,2.598415,0.11,0,2010,1
"2035",3,0,0,0,169,1273,0,0,0,2015,0
"2036",4,0,0,1,544,4096,1.2992075,0.03,2,2006,0
"2037",3,1,0,1,499,2069,0,0.01,5,2006,0
"2038",3,1,0,0,51,3182,0,0.05,0,2007,0
"2039",3,0,0,0,210,283,0,0.11,0,2010,0
"2040",4,1,0,1,60,3323,4.5472262,0.03,0,2011,0
"2041",4,0,0,0,205,759,0,0.03,10,2006,0
"2042",4,0,0,0,151,1268,12.9920748,0,0,2007,0
"2043",3,1,0,1,10,3993,0,0.02,8,2007,0
"2044",1,1,1,0,209,7408,1.9488112,0.01,4,2007,0
"2045",4,0,0,0,372,712,0,0.01,0,2010,0
"2046",1,0,1,1,281,465,0,0.24,3,2007,0
"2047",3,0,0,1,33,5789,34.4289983,0.1,9,2009,0
"2048",3,0,0,1,183,3769,0,0.07,12,2011,0
"2049",3,0,0,1,462,2736,0,0.01,3,2006,0
"2050",4,0,1,1,394,1066,28.5825646,0,0,2005,0
"2051",3,0,0,1,83,2537,38.9762245,0.02,0,2015,0
"2052",4,1,1,1,509,5409,3.2480187,0.01,2,2009,1
"2053",2,1,0,0,271,1158,1.2992075,0.04,0,2009,0
"2054",4,1,0,0,268,1491,0,0.04,0,2010,0
"2055",2,0,1,0,288,1352,0.7145641,0,6,2012,0
"2056",2,1,0,1,962,5512,12.3424711,0,2,2005,2
"2057",3,0,0,0,83,1955,0,0.02,5,2006,0
"2058",4,0,1,0,75,2329,0,0.01,2,2010,0
"2059",3,0,0,1,124,1230,0.6496037,0.01,0,2007,0
"2060",4,0,0,1,231,2812,3.2480187,0.1,1,2015,0
"2061",2,0,0,0,1166,3508,11.0432636,0,14,2012,0
"2062",4,0,0,1,378,2099,1.2992075,0.04,4,2006,0
"2063",3,0,0,1,264,1126,0,0.04,9,2007,0
"2064",3,0,0,1,395,925,3.2480187,0.07,10,2008,0
"2065",3,0,1,0,838,764,0,0,0,2003,0
"2066",1,0,0,1,34,270,0,0.06,3,2014,0
"2067",3,1,0,0,247,1262,0,0.04,2,2012,0
"2068",3,1,0,1,854,431,0,0,5,2009,5
"2069",3,0,0,0,985,1104,0,0.06,0,2008,0
"2070",3,1,1,0,787,118,0,0.11,0,2003,0
"2071",3,1,1,0,145,1734,14.2912823,0.07,0,2010,0
"2072",3,1,0,1,213,582,1.9488112,0,0,2007,0
"2073",2,1,0,0,358,1830,27.0019408,0.02,4,2005,0
"2074",3,0,0,0,422,1614,0.0649604,0,0,2016,0
"2075",4,1,0,1,945,4066,19.4881123,0.03,0,2005,0
"2076",2,1,0,1,160,3651,1.2992075,0.01,3,2011,0
"2077",3,0,0,0,413,2416,0,0,9,2008,0
"2078",4,0,0,0,102,527,1.2992075,0.01,2,2009,0
"2079",2,0,0,1,599,126,0,0.02,0,2005,0
"2080",3,1,0,0,144,244,3.8976225,0,0,2014,0
"2081",4,1,0,0,422,2268,11.3680655,0.06,0,2006,0
"2082",3,0,0,0,118,974,0,0,12,2005,0
"2083",3,0,0,0,72,613,0.6496037,0.06,0,2010,0
"2084",4,0,0,1,620,3119,0,0.09,0,2006,1
"2085",3,0,1,0,221,2189,0.3248019,0,0,2009,0
"2086",4,1,0,0,182,2027,7.7952449,0.1,0,2012,0
"2087",4,0,0,1,240,659,19.4881123,0.11,3,2010,0
"2088",3,1,0,1,39,1386,1.2992075,0.07,1,2011,0
"2089",1,1,0,1,73,1544,0,0.27,1,2013,0
"2090",3,1,0,0,282,623,3.2480187,0.03,0,2010,0
"2091",2,1,0,1,247,3428,0,0.17,6,2014,0
"2092",4,0,0,0,112,1117,7.7952449,0.03,0,2006,0
"2093",2,0,0,0,152,4140,0,0.12,2,2013,0
"2094",3,0,0,0,344,17,27.2833572,0,0,2015,0
"2095",4,1,0,1,86,6176,0,0,3,2014,0
"2096",3,0,0,0,679,422,5.1968299,0.06,5,2006,0
"2097",3,0,0,0,265,7666,20.7873197,0.12,0,2004,0
"2098",2,0,0,1,154,2807,0,0,4,2009,0
"2099",3,1,0,0,133,2320,12.9920748,0,0,2013,0
"2100",3,1,0,0,68,1720,3.2480187,0.09,27,2005,0
"2101",4,1,0,0,17,1669,9.0944524,0,0,2006,0
"2102",2,0,0,1,84,557,0,0,0,2012,0
"2103",4,1,0,1,7,823,0,0.01,8,2007,2
"2104",2,0,1,0,25,947,0,0.02,9,2006,0
"2105",4,1,0,1,102,545,0,0.09,5,2009,0
"2106",4,0,0,0,194,605,0,0.02,0,2011,0
"2107",4,0,0,1,27,3115,55.216318,0.42,0,2003,0
"2108",4,1,0,0,72,6934,1.2992075,0.01,0,2009,0
"2109",1,0,0,0,546,5832,2.598415,0.04,6,2016,0
"2110",4,0,0,1,67,2148,1.6240094,0.02,0,2006,0
"2111",4,0,0,0,107,137,1.6408237,0.03,8,2012,0
"2112",4,1,0,1,203,454,1.2992075,0.07,0,2011,0
"2113",3,1,0,0,240,4482,1.2992075,0.03,4,2009,0
"2114",3,1,0,1,129,5451,0,0,0,2006,0
"2115",3,0,0,1,173,1932,5.1968299,0,0,2014,0
"2116",2,1,1,1,71,859,3.2480187,0.03,0,2014,0
"2117",4,0,1,1,288,7820,0,0,0,2010,0
"2118",3,0,0,1,103,6622,2.6633753,0.07,14,2015,0
"2119",3,0,0,0,404,765,0.6496037,0.03,7,2006,0
"2120",4,0,0,1,80,4377,0.6496037,0.19,1,2007,0
"2121",2,0,0,1,257,1910,0.0649604,0.09,0,2005,0
"2122",4,1,0,1,96,1604,29.2321684,0.07,9,2012,0
